Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Salesperson,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,DeliveryTime,Day_of_Week,is_weekend,quarter,DiscountValue,month,year,day,dayofweek,weekofyear,Revenue,Month,Month_Year,Quarter,Year,date,Delivery_time
2023-09-11,East,Desk,7,67.05,Store D,Wholesale,Carlos,Cash,FREESHIP,0,REG101194,Cust 9092,36.67,2023-09-11,2023-09-18,Eric,7,0,False,3,6.705,9,2023,11,0,37,422.41499999999996,9,2023-09,3,2023,2023-09-11,7
2023-09-14,North,Phone,19,118.15,Store C,Retail,Frank,Cash,SAVE10,0,REG101195,Cust 7007,12.95,2023-09-14,2023-09-19,Ryan,5,3,False,3,17.7225,9,2023,14,3,37,1908.1225,9,2023-09,3,2023,2023-09-14,5
2023-11-06,North,Printer,16,114.47,Store B,Wholesale,Carlos,Online,NULL,0,REG101196,Cust 3001,43.85,2023-11-06,2023-11-11,Ryan,5,0,False,4,17.1705,11,2023,6,0,45,1556.792,11,2023-11,4,2023,2023-11-06,5
2024-06-23,North,Monitor,9,36.21,Store C,Wholesale,Bob,Credit Card,FREESHIP,0,REG101197,Cust 5771,6.71,2024-06-23,2024-06-30,Ryan,7,6,True,2,5.4315,6,2024,23,6,25,277.00649999999996,6,2024-06,2,2024,2024-06-23,7
2023-03-30,West,Printer,10,52.58,Store B,Wholesale,Eva,Cash,WINTER15,0,REG101198,Cust 4317,14.01,2023-03-30,2023-04-09,Wendy,10,3,False,1,5.258,3,2023,30,3,13,473.21999999999997,3,2023-03,1,2023,2023-03-30,10
2024-10-05,East,Phone,6,272.26,Store A,Retail,Carlos,Debit Card,SAVE10,0,REG101199,Cust 3627,43.67,2024-10-05,2024-10-15,Eric,10,5,True,4,27.226,10,2024,5,5,40,1470.204,10,2024-10,4,2024,2024-10-05,10
2023-03-19,Central,Chair,10,124.97,Store D,Retail,Eva,Gift Card,WINTER15,1,REG101200,Cust 4433,40.23,2023-03-19,2023-03-29,Cameron,10,6,True,1,18.7455,3,2023,19,6,11,1062.2450000000001,3,2023-03,1,2023,2023-03-19,10
2024-12-18,Central,Laptop,20,282.91,Store A,Wholesale,Frank,Debit Card,FREESHIP,0,REG101202,Cust 8987,8.19,2024-12-18,2024-12-28,Cameron,10,2,False,4,42.4365,12,2024,18,2,51,4809.47,12,2024-12,4,2024,2024-12-18,10
2023-01-26,South,Printer,14,209.82,Store B,Wholesale,Eva,Cash,SAVE10,0,REG101205,Cust 6546,36.11,2023-01-26,2023-01-30,Sophie,4,3,False,1,0.0,1,2023,26,3,4,2937.48,1,2023-01,1,2023,2023-01-26,4
2024-08-04,North,Laptop,16,293.44,Store D,Wholesale,Diana,Gift Card,SAVE10,0,REG101206,Cust 2951,42.56,2024-08-04,2024-08-14,Ryan,10,6,True,3,14.672,8,2024,4,6,31,4460.288,8,2024-08,3,2024,2024-08-04,10
2024-02-13,North,Phone,11,185.52,Store D,Wholesale,Diana,Credit Card,WINTER15,0,REG101207,Cust 4673,38.53,2024-02-13,2024-02-16,Ryan,3,1,False,1,27.828,2,2024,13,1,7,1734.612,2,2024-02,1,2024,2024-02-13,3
2023-02-11,Central,Desk,18,268.38,Store D,Wholesale,Alice,Cash,FREESHIP,0,REG101208,Cust 5988,48.38,2023-02-11,2023-02-14,Cameron,3,5,True,1,40.257,2,2023,11,5,6,4106.214,2,2023-02,1,2023,2023-02-11,3
2024-06-17,East,Printer,18,547.05,Store C,Wholesale,Carlos,Cash,FREESHIP,0,REG101209,Cust 3922,10.99,2024-06-17,2024-06-22,Eric,5,0,False,2,54.705,6,2024,17,0,25,8862.21,6,2024-06,2,2024,2024-06-17,5
2024-06-06,South,Laptop,1,354.21,Store A,Wholesale,Carlos,Online,NULL,0,REG101210,Cust 9853,26.16,2024-06-06,2024-06-12,Sophie,6,3,False,2,53.131499999999996,6,2024,6,3,23,301.07849999999996,6,2024-06,2,2024,2024-06-06,6
2023-11-26,South,Chair,18,250.93,Store C,Wholesale,Bob,Gift Card,NULL,0,REG101211,Cust 6168,47.67,2023-11-26,2023-12-02,Sophie,6,6,True,4,12.546500000000002,11,2023,26,6,47,4290.902999999999,11,2023-11,4,2023,2023-11-26,6
2024-04-07,West,Printer,18,587.25,Store C,Wholesale,Carlos,Online,NULL,0,REG101212,Cust 3175,42.15,2024-04-07,2024-04-09,Wendy,2,6,True,2,88.08749999999999,4,2024,7,6,14,8984.925,4,2024-04,2,2024,2024-04-07,2
2023-02-03,West,Desk,2,438.06,Store B,Retail,Frank,Online,FREESHIP,1,REG101213,Cust 1813,12.9,2023-02-03,2023-02-09,Wendy,6,4,False,1,0.0,2,2023,3,4,5,876.12,2,2023-02,1,2023,2023-02-03,6
2024-11-25,East,Chair,14,6.1,Store C,Wholesale,Carlos,Online,FREESHIP,1,REG101214,Cust 7749,10.18,2024-11-25,2024-11-30,Eric,5,0,False,4,0.9149999999999999,11,2024,25,0,48,72.58999999999999,11,2024-11,4,2024,2024-11-25,5
2024-06-30,North,Laptop,2,80.14,Store D,Wholesale,Carlos,Online,FREESHIP,1,REG101215,Cust 3416,13.41,2024-06-30,2024-07-03,Ryan,3,6,True,2,0.0,6,2024,30,6,26,160.28,6,2024-06,2,2024,2024-06-30,3
2023-08-02,South,Laptop,11,66.97,Store A,Retail,Bob,Gift Card,FREESHIP,1,REG101216,Cust 7066,20.35,2023-08-02,2023-08-11,Sophie,9,2,False,3,10.045499999999999,8,2023,2,2,31,626.1695,8,2023-08,3,2023,2023-08-02,9
2024-02-22,South,Chair,6,181.34,Store A,Wholesale,Alice,Cash,FREESHIP,0,REG101217,Cust 5180,27.65,2024-02-22,2024-02-27,Sophie,5,3,False,1,0.0,2,2024,22,3,8,1088.04,2,2024-02,1,2024,2024-02-22,5
2024-11-29,North,Monitor,15,570.0,Store D,Wholesale,Frank,Gift Card,NULL,0,REG101218,Cust 6246,7.62,2024-11-29,2024-12-09,Ryan,10,4,False,4,28.5,11,2024,29,4,48,8122.5,11,2024-11,4,2024,2024-11-29,10
2023-07-21,North,Monitor,9,587.79,Store D,Wholesale,Bob,Online,NULL,0,REG101219,Cust 4182,24.64,2023-07-21,2023-07-31,Ryan,10,4,False,3,88.1685,7,2023,21,4,29,4496.5935,7,2023-07,3,2023,2023-07-21,10
2023-04-14,Central,Phone,6,196.31,Store C,Retail,Carlos,Online,WINTER15,0,REG101220,Cust 6843,38.65,2023-04-14,2023-04-17,Cameron,3,4,False,2,19.631,4,2023,14,4,15,1060.074,4,2023-04,2,2023,2023-04-14,3
2023-02-01,North,Phone,8,430.06,Store B,Wholesale,Bob,Debit Card,SAVE10,0,REG101221,Cust 6844,38.45,2023-02-01,2023-02-05,Ryan,4,2,False,1,21.503,2,2023,1,2,5,3268.4559999999997,2,2023-02,1,2023,2023-02-01,4
2024-06-30,East,Monitor,14,429.72,Store A,Retail,Eva,Cash,SAVE10,0,REG101222,Cust 3248,45.78,2024-06-30,2024-07-05,Eric,5,6,True,2,42.97200000000001,6,2024,30,6,26,5414.472,6,2024-06,2,2024,2024-06-30,5
2023-10-18,Central,Phone,13,127.34,Store D,Wholesale,Alice,Credit Card,WINTER15,0,REG101223,Cust 5226,6.15,2023-10-18,2023-10-21,Cameron,3,2,False,4,0.0,10,2023,18,2,42,1655.42,10,2023-10,4,2023,2023-10-18,3
2024-07-04,East,Monitor,6,421.97,Store B,Wholesale,Bob,Cash,WINTER15,0,REG101224,Cust 9804,41.31,2024-07-04,2024-07-13,Eric,9,3,False,3,21.0985,7,2024,4,3,27,2405.2290000000003,7,2024-07,3,2024,2024-07-04,9
2024-07-04,East,Tablet,5,225.69,Store A,Wholesale,Carlos,Gift Card,WINTER15,0,REG101225,Cust 3990,47.6,2024-07-04,2024-07-12,Eric,8,3,False,3,33.8535,7,2024,4,3,27,959.1825,7,2024-07,3,2024,2024-07-04,8
2023-07-27,North,Monitor,10,322.11,Store A,Retail,Diana,Debit Card,WINTER15,0,REG101226,Cust 5106,28.72,2023-07-27,2023-08-02,Ryan,6,3,False,3,48.3165,7,2023,27,3,30,2737.9350000000004,7,2023-07,3,2023,2023-07-27,6
2023-02-23,Central,Desk,16,326.16,Store C,Wholesale,Frank,Credit Card,NULL,0,REG101228,Cust 1439,44.3,2023-02-23,2023-02-25,Cameron,2,3,False,1,32.61600000000001,2,2023,23,3,8,4696.704000000001,2,2023-02,1,2023,2023-02-23,2
2023-01-11,East,Monitor,13,515.42,Store D,Retail,Bob,Online,FREESHIP,0,REG101229,Cust 5342,43.37,2023-01-11,2023-01-20,Eric,9,2,False,1,0.0,1,2023,11,2,2,6700.459999999999,1,2023-01,1,2023,2023-01-11,9
2024-04-16,West,Tablet,7,129.83,Store A,Wholesale,Carlos,Gift Card,WINTER15,0,REG101230,Cust 4564,13.12,2024-04-16,2024-04-20,Wendy,4,1,False,2,0.0,4,2024,16,1,16,908.8100000000001,4,2024-04,2,2024,2024-04-16,4
2024-03-09,Central,Monitor,17,376.15,Store C,Retail,Diana,Gift Card,WINTER15,1,REG101231,Cust 6441,31.96,2024-03-09,2024-03-12,Cameron,3,5,True,1,18.8075,3,2024,9,5,10,6074.822499999999,3,2024-03,1,2024,2024-03-09,3
2024-10-07,South,Chair,8,385.46,Store A,Wholesale,Bob,Cash,SAVE10,0,REG101232,Cust 7591,8.89,2024-10-07,2024-10-11,Sophie,4,0,False,4,0.0,10,2024,7,0,41,3083.68,10,2024-10,4,2024,2024-10-07,4
2023-10-06,West,Printer,2,474.13,Store D,Wholesale,Carlos,Gift Card,FREESHIP,1,REG101233,Cust 9778,14.41,2023-10-06,2023-10-15,Wendy,9,4,False,4,0.0,10,2023,6,4,40,948.26,10,2023-10,4,2023,2023-10-06,9
2023-04-08,West,Monitor,15,506.17,Store B,Wholesale,Alice,Online,NULL,0,REG101234,Cust 1195,41.73,2023-04-08,2023-04-13,Wendy,5,5,True,2,25.308500000000002,4,2023,8,5,14,7212.9225,4,2023-04,2,2023,2023-04-08,5
2024-02-20,South,Phone,1,67.38,Store D,Retail,Alice,Credit Card,WINTER15,0,REG101235,Cust 8126,6.14,2024-02-20,2024-02-27,Sophie,7,1,False,1,10.107,2,2024,20,1,8,57.272999999999996,2,2024-02,1,2024,2024-02-20,7
2023-01-30,West,Chair,15,274.3,Store B,Retail,Frank,Credit Card,NULL,0,REG101236,Cust 4609,21.56,2023-01-30,2023-02-08,Wendy,9,0,False,1,41.145,1,2023,30,0,5,3497.325,1,2023-01,1,2023,2023-01-30,9
2023-05-12,South,Monitor,2,334.48,Store B,Wholesale,Alice,Debit Card,NULL,0,REG101237,Cust 1449,31.53,2023-05-12,2023-05-20,Sophie,8,4,False,2,0.0,5,2023,12,4,19,668.96,5,2023-05,2,2023,2023-05-12,8
2024-01-08,South,Chair,7,562.6,Store A,Retail,Eva,Online,WINTER15,0,REG101238,Cust 3508,19.95,2024-01-08,2024-01-12,Sophie,4,0,False,1,84.39,1,2024,8,0,2,3347.4700000000003,1,2024-01,1,2024,2024-01-08,4
2024-06-05,North,Monitor,7,14.34,Store D,Retail,Alice,Debit Card,WINTER15,0,REG101239,Cust 4826,19.45,2024-06-05,2024-06-08,Ryan,3,2,False,2,0.7170000000000001,6,2024,5,2,23,95.36099999999999,6,2024-06,2,2024,2024-06-05,3
2023-03-05,East,Printer,11,488.17,Store B,Wholesale,Bob,Cash,WINTER15,1,REG101242,Cust 5153,37.47,2023-03-05,2023-03-11,Eric,6,6,True,1,24.408500000000004,3,2023,5,6,9,5101.376499999999,3,2023-03,1,2023,2023-03-05,6
2024-10-27,South,Tablet,10,268.39,Store B,Retail,Alice,Credit Card,SAVE10,0,REG101243,Cust 6330,25.86,2024-10-27,2024-11-02,Sophie,6,6,True,4,13.4195,10,2024,27,6,43,2549.7049999999995,10,2024-10,4,2024,2024-10-27,6
2024-09-21,West,Phone,15,466.55,Store A,Retail,Alice,Cash,SAVE10,1,REG101245,Cust 5884,36.68,2024-09-21,2024-09-27,Wendy,6,5,True,3,23.3275,9,2024,21,5,38,6648.3375,9,2024-09,3,2024,2024-09-21,6
2024-07-11,East,Monitor,6,100.75,Store A,Wholesale,Frank,Credit Card,FREESHIP,0,REG101247,Cust 8095,12.98,2024-07-11,2024-07-14,Eric,3,3,False,3,10.075000000000001,7,2024,11,3,28,544.0500000000001,7,2024-07,3,2024,2024-07-11,3
2023-11-26,East,Laptop,9,526.26,Store B,Retail,Bob,Cash,FREESHIP,0,REG101249,Cust 6785,15.47,2023-11-26,2023-12-06,Eric,10,6,True,4,0.0,11,2023,26,6,47,4736.34,11,2023-11,4,2023,2023-11-26,10
2024-06-02,Central,Printer,18,519.42,Store C,Retail,Eva,Cash,WINTER15,0,REG101250,Cust 6485,32.96,2024-06-02,2024-06-04,Cameron,2,6,True,2,77.913,6,2024,2,6,22,7947.125999999999,6,2024-06,2,2024,2024-06-02,2
2023-01-17,North,Chair,18,108.46,Store D,Wholesale,Frank,Online,SAVE10,0,REG101251,Cust 6960,10.72,2023-01-17,2023-01-24,Ryan,7,1,False,1,5.423,1,2023,17,1,3,1854.666,1,2023-01,1,2023,2023-01-17,7
2024-02-20,East,Phone,4,452.77,Store B,Retail,Diana,Debit Card,SAVE10,0,REG101254,Cust 8828,32.01,2024-02-20,2024-03-01,Eric,10,1,False,1,0.0,2,2024,20,1,8,1811.08,2,2024-02,1,2024,2024-02-20,10
2023-12-26,North,Monitor,7,157.0,Store A,Wholesale,Alice,Online,SAVE10,1,REG101255,Cust 9097,39.72,2023-12-26,2024-01-04,Ryan,9,1,False,4,23.55,12,2023,26,1,52,934.15,12,2023-12,4,2023,2023-12-26,9
2023-03-07,North,Printer,11,550.86,Store C,Retail,Bob,Online,FREESHIP,0,REG101256,Cust 4744,21.82,2023-03-07,2023-03-12,Ryan,5,1,False,1,55.086000000000006,3,2023,7,1,10,5453.514,3,2023-03,1,2023,2023-03-07,5
2024-09-13,North,Chair,5,172.65,Store C,Wholesale,Alice,Cash,SAVE10,0,REG101257,Cust 4287,28.3,2024-09-13,2024-09-22,Ryan,9,4,False,3,25.8975,9,2024,13,4,37,733.7624999999999,9,2024-09,3,2024,2024-09-13,9
2024-01-02,East,Tablet,16,145.3,Store B,Wholesale,Eva,Credit Card,FREESHIP,1,REG101258,Cust 2236,29.64,2024-01-02,2024-01-12,Eric,10,1,False,1,0.0,1,2024,2,1,1,2324.8,1,2024-01,1,2024,2024-01-02,10
2024-03-12,Central,Tablet,1,534.61,Store D,Retail,Frank,Online,SAVE10,0,REG101261,Cust 1162,22.68,2024-03-12,2024-03-21,Cameron,9,1,False,1,26.730500000000003,3,2024,12,1,11,507.8795,3,2024-03,1,2024,2024-03-12,9
2024-07-03,East,Phone,9,560.04,Store D,Retail,Carlos,Gift Card,WINTER15,0,REG101262,Cust 1669,22.81,2024-07-03,2024-07-07,Eric,4,2,False,3,28.002,7,2024,3,2,27,4788.342,7,2024-07,3,2024,2024-07-03,4
2024-03-21,East,Phone,3,105.73,Store D,Retail,Bob,Debit Card,FREESHIP,1,REG101264,Cust 7659,12.12,2024-03-21,2024-03-28,Eric,7,3,False,1,5.2865,3,2024,21,3,12,301.3305,3,2024-03,1,2024,2024-03-21,7
2024-04-30,West,Chair,19,433.39,Store C,Retail,Bob,Online,WINTER15,0,REG101267,Cust 2410,7.59,2024-04-30,2024-05-09,Wendy,9,1,False,2,21.6695,4,2024,30,1,18,7822.6894999999995,4,2024-04,2,2024,2024-04-30,9
2023-09-08,West,Phone,11,358.59,Store B,Wholesale,Frank,Credit Card,NULL,0,REG101270,Cust 5049,29.19,2023-09-08,2023-09-10,Wendy,2,4,False,3,0.0,9,2023,8,4,36,3944.49,9,2023-09,3,2023,2023-09-08,2
2024-02-04,Central,Tablet,18,595.53,Store B,Retail,Frank,Cash,WINTER15,0,REG101271,Cust 9534,42.91,2024-02-04,2024-02-06,Cameron,2,6,True,1,0.0,2,2024,4,6,5,10719.539999999999,2,2024-02,1,2024,2024-02-04,2
2024-11-25,North,Monitor,14,574.32,Store D,Wholesale,Diana,Credit Card,SAVE10,0,REG101272,Cust 5693,12.07,2024-11-25,2024-12-05,Ryan,10,0,False,4,86.14800000000001,11,2024,25,0,48,6834.408,11,2024-11,4,2024,2024-11-25,10
2024-12-30,North,Laptop,18,444.13,Store D,Retail,Frank,Cash,SAVE10,0,REG101273,Cust 6950,5.41,2024-12-30,2025-01-02,Ryan,3,0,False,4,0.0,12,2024,30,0,1,7994.34,12,2024-12,4,2024,2024-12-30,3
2023-09-05,West,Tablet,19,431.47,Store A,Retail,Eva,Gift Card,WINTER15,0,REG101274,Cust 7098,49.23,2023-09-05,2023-09-10,Wendy,5,1,False,3,43.147000000000006,9,2023,5,1,36,7378.137000000001,9,2023-09,3,2023,2023-09-05,5
2023-08-01,West,Printer,19,67.49,Store C,Retail,Frank,Debit Card,SAVE10,0,REG101275,Cust 8300,32.04,2023-08-01,2023-08-11,Wendy,10,1,False,3,0.0,8,2023,1,1,31,1282.31,8,2023-08,3,2023,2023-08-01,10
2023-01-06,Central,Tablet,11,25.67,Store C,Retail,Carlos,Credit Card,SAVE10,0,REG101276,Cust 9557,30.12,2023-01-06,2023-01-08,Cameron,2,4,False,1,3.8505000000000003,1,2023,6,4,1,240.0145,1,2023-01,1,2023,2023-01-06,2
2023-12-21,West,Monitor,7,257.01,Store D,Retail,Eva,Credit Card,NULL,0,REG101278,Cust 9717,35.52,2023-12-21,2023-12-28,Wendy,7,3,False,4,12.8505,12,2023,21,3,51,1709.1164999999999,12,2023-12,4,2023,2023-12-21,7
2024-09-10,East,Laptop,14,85.54,Store B,Wholesale,Frank,Gift Card,FREESHIP,0,REG101279,Cust 2719,16.08,2024-09-10,2024-09-14,Eric,4,1,False,3,0.0,9,2024,10,1,37,1197.5600000000002,9,2024-09,3,2024,2024-09-10,4
2024-04-05,Central,Chair,9,267.6,Store D,Retail,Eva,Credit Card,FREESHIP,0,REG101280,Cust 6203,8.48,2024-04-05,2024-04-10,Cameron,5,4,False,2,40.14,4,2024,5,4,14,2047.14,4,2024-04,2,2024,2024-04-05,5
2023-07-26,East,Desk,15,261.85,Store D,Wholesale,Diana,Online,SAVE10,0,REG101281,Cust 9151,40.68,2023-07-26,2023-07-31,Eric,5,2,False,3,39.2775,7,2023,26,2,30,3338.5875,7,2023-07,3,2023,2023-07-26,5
2023-11-12,East,Printer,11,199.57,Store A,Retail,Bob,Debit Card,SAVE10,0,REG101282,Cust 5096,48.94,2023-11-12,2023-11-14,Eric,2,6,True,4,9.9785,11,2023,12,6,45,2085.5065,11,2023-11,4,2023,2023-11-12,2
2023-08-12,South,Chair,8,28.34,Store C,Wholesale,Alice,Cash,NULL,1,REG101284,Cust 1276,23.19,2023-08-12,2023-08-19,Sophie,7,5,True,3,1.417,8,2023,12,5,32,215.384,8,2023-08,3,2023,2023-08-12,7
2024-12-12,West,Printer,17,495.13,Store D,Wholesale,Alice,Online,FREESHIP,1,REG101285,Cust 6063,26.37,2024-12-12,2024-12-21,Wendy,9,3,False,4,49.513000000000005,12,2024,12,3,50,7575.489,12,2024-12,4,2024,2024-12-12,9
2023-02-08,East,Tablet,4,224.75,Store D,Wholesale,Frank,Debit Card,NULL,0,REG101290,Cust 2148,43.86,2023-02-08,2023-02-16,Eric,8,2,False,1,0.0,2,2023,8,2,6,899.0,2,2023-02,1,2023,2023-02-08,8
2024-09-01,North,Tablet,14,297.56,Store B,Wholesale,Diana,Debit Card,FREESHIP,0,REG101292,Cust 4450,31.44,2024-09-01,2024-09-08,Ryan,7,6,True,3,29.756,9,2024,1,6,35,3749.2560000000003,9,2024-09,3,2024,2024-09-01,7
2024-11-07,Central,Printer,13,365.11,Store C,Retail,Diana,Online,NULL,0,REG101293,Cust 8233,13.97,2024-11-07,2024-11-13,Cameron,6,3,False,4,18.2555,11,2024,7,3,45,4509.1085,11,2024-11,4,2024,2024-11-07,6
2024-11-29,East,Chair,1,139.13,Store C,Wholesale,Carlos,Cash,NULL,1,REG101294,Cust 9012,35.92,2024-11-29,2024-12-02,Eric,3,4,False,4,0.0,11,2024,29,4,48,139.13,11,2024-11,4,2024,2024-11-29,3
2023-04-10,West,Chair,6,543.89,Store C,Retail,Bob,Cash,NULL,1,REG101295,Cust 1496,13.19,2023-04-10,2023-04-20,Wendy,10,0,False,2,0.0,4,2023,10,0,15,3263.34,4,2023-04,2,2023,2023-04-10,10
2024-01-10,North,Printer,19,219.7,Store A,Retail,Alice,Cash,FREESHIP,0,REG101296,Cust 9365,15.38,2024-01-10,2024-01-16,Ryan,6,2,False,1,0.0,1,2024,10,2,2,4174.3,1,2024-01,1,2024,2024-01-10,6
2024-07-26,Central,Laptop,9,486.58,Store A,Retail,Alice,Online,FREESHIP,0,REG101298,Cust 3474,38.72,2024-07-26,2024-07-30,Cameron,4,4,False,3,72.987,7,2024,26,4,30,3722.337,7,2024-07,3,2024,2024-07-26,4
2024-12-26,South,Desk,12,578.86,Store D,Retail,Frank,Cash,FREESHIP,0,REG101299,Cust 2111,25.84,2024-12-26,2025-01-03,Sophie,8,3,False,4,86.829,12,2024,26,3,52,5904.371999999999,12,2024-12,4,2024,2024-12-26,8
2024-03-25,South,Phone,7,446.32,Store B,Wholesale,Alice,Debit Card,NULL,0,REG101301,Cust 2341,47.23,2024-03-25,2024-04-01,Sophie,7,0,False,1,44.632000000000005,3,2024,25,0,13,2811.816,3,2024-03,1,2024,2024-03-25,7
2023-10-20,South,Desk,14,275.34,Store B,Retail,Carlos,Online,NULL,1,REG101303,Cust 5935,32.8,2023-10-20,2023-10-24,Sophie,4,4,False,4,27.534,10,2023,20,4,42,3469.2839999999997,10,2023-10,4,2023,2023-10-20,4
2024-09-19,Central,Desk,2,27.64,Store B,Retail,Frank,Credit Card,FREESHIP,0,REG101304,Cust 3291,21.73,2024-09-19,2024-09-28,Cameron,9,3,False,3,4.146,9,2024,19,3,38,46.988,9,2024-09,3,2024,2024-09-19,9
2023-09-23,North,Monitor,17,439.3,Store B,Retail,Frank,Online,FREESHIP,0,REG101305,Cust 5258,12.87,2023-09-23,2023-09-26,Ryan,3,5,True,3,0.0,9,2023,23,5,38,7468.1,9,2023-09,3,2023,2023-09-23,3
2024-12-31,East,Printer,15,573.81,Store C,Retail,Alice,Gift Card,SAVE10,0,REG101306,Cust 4715,35.87,2024-12-31,2025-01-02,Eric,2,1,False,4,0.0,12,2024,31,1,1,8607.15,12,2024-12,4,2024,2024-12-31,2
2024-01-23,North,Desk,19,360.06,Store C,Wholesale,Eva,Debit Card,FREESHIP,0,REG101307,Cust 3106,33.19,2024-01-23,2024-01-31,Ryan,8,1,False,1,18.003,1,2024,23,1,4,6499.083,1,2024-01,1,2024,2024-01-23,8
2023-06-13,East,Laptop,7,535.2,Store C,Retail,Frank,Debit Card,NULL,0,REG101308,Cust 9606,10.44,2023-06-13,2023-06-23,Eric,10,1,False,2,53.52000000000001,6,2023,13,1,24,3371.7600000000007,6,2023-06,2,2023,2023-06-13,10
2023-07-01,East,Chair,19,161.13,Store A,Wholesale,Diana,Credit Card,FREESHIP,0,REG101309,Cust 9182,5.46,2023-07-01,2023-07-06,Eric,5,5,True,3,0.0,7,2023,1,5,26,3061.47,7,2023-07,3,2023,2023-07-01,5
2023-10-18,North,Phone,5,48.06,Store A,Wholesale,Alice,Gift Card,FREESHIP,0,REG101312,Cust 3831,19.17,2023-10-18,2023-10-26,Ryan,8,2,False,4,0.0,10,2023,18,2,42,240.3,10,2023-10,4,2023,2023-10-18,8
2024-01-02,Central,Desk,7,55.76,Store C,Wholesale,Alice,Online,NULL,0,REG101313,Cust 7955,38.98,2024-01-02,2024-01-11,Cameron,9,1,False,1,5.5760000000000005,1,2024,2,1,1,351.288,1,2024-01,1,2024,2024-01-02,9
2023-07-03,West,Desk,2,504.82,Store D,Retail,Carlos,Debit Card,FREESHIP,0,REG101315,Cust 7916,25.54,2023-07-03,2023-07-08,Wendy,5,0,False,3,0.0,7,2023,3,0,27,1009.64,7,2023-07,3,2023,2023-07-03,5
2023-11-15,North,Tablet,17,275.89,Store B,Wholesale,Bob,Gift Card,FREESHIP,0,REG101316,Cust 2477,15.43,2023-11-15,2023-11-22,Ryan,7,2,False,4,27.589,11,2023,15,2,46,4221.117,11,2023-11,4,2023,2023-11-15,7
2024-02-10,West,Desk,9,130.57,Store C,Wholesale,Eva,Cash,WINTER15,0,REG101317,Cust 3781,37.14,2024-02-10,2024-02-17,Wendy,7,5,True,1,13.057,2,2024,10,5,6,1057.617,2,2024-02,1,2024,2024-02-10,7
2023-09-09,West,Tablet,18,222.66,Store C,Wholesale,Alice,Gift Card,SAVE10,0,REG101319,Cust 1969,12.91,2023-09-09,2023-09-12,Wendy,3,5,True,3,11.133000000000001,9,2023,9,5,36,3807.486,9,2023-09,3,2023,2023-09-09,3
2023-03-19,East,Phone,13,374.05,Store D,Wholesale,Diana,Debit Card,FREESHIP,0,REG101320,Cust 4494,26.32,2023-03-19,2023-03-26,Eric,7,6,True,1,18.7025,3,2023,19,6,11,4619.5175,3,2023-03,1,2023,2023-03-19,7
2024-12-31,Central,Printer,11,331.29,Store B,Wholesale,Alice,Credit Card,WINTER15,0,REG101321,Cust 8850,6.22,2024-12-31,2025-01-02,Cameron,2,1,False,4,33.129000000000005,12,2024,31,1,1,3279.771,12,2024-12,4,2024,2024-12-31,2
2023-11-24,Central,Phone,5,533.52,Store D,Wholesale,Carlos,Credit Card,FREESHIP,1,REG101322,Cust 3061,9.08,2023-11-24,2023-11-26,Cameron,2,4,False,4,0.0,11,2023,24,4,47,2667.6,11,2023-11,4,2023,2023-11-24,2
2024-02-06,South,Desk,17,141.76,Store D,Wholesale,Bob,Cash,WINTER15,1,REG101325,Cust 2165,9.98,2024-02-06,2024-02-14,Sophie,8,1,False,1,14.176,2,2024,6,1,6,2168.9280000000003,2,2024-02,1,2024,2024-02-06,8
2023-01-13,East,Tablet,10,155.43,Store D,Wholesale,Frank,Gift Card,WINTER15,0,REG101327,Cust 4071,26.49,2023-01-13,2023-01-18,Eric,5,4,False,1,7.7715000000000005,1,2023,13,4,2,1476.585,1,2023-01,1,2023,2023-01-13,5
2024-02-19,North,Tablet,18,203.73,Store B,Wholesale,Carlos,Gift Card,SAVE10,1,REG101328,Cust 5249,24.98,2024-02-19,2024-02-28,Ryan,9,0,False,1,0.0,2,2024,19,0,8,3667.14,2,2024-02,1,2024,2024-02-19,9
2023-10-07,South,Phone,3,464.11,Store B,Wholesale,Alice,Gift Card,NULL,0,REG101329,Cust 4262,27.45,2023-10-07,2023-10-12,Sophie,5,5,True,4,69.6165,10,2023,7,5,40,1183.4805,10,2023-10,4,2023,2023-10-07,5
2024-09-17,Central,Chair,2,442.03,Store B,Retail,Carlos,Debit Card,WINTER15,0,REG101330,Cust 9314,28.71,2024-09-17,2024-09-19,Cameron,2,1,False,3,66.30449999999999,9,2024,17,1,38,751.4509999999999,9,2024-09,3,2024,2024-09-17,2
2023-05-07,North,Phone,7,82.91,Store A,Retail,Eva,Debit Card,WINTER15,1,REG101331,Cust 7703,17.03,2023-05-07,2023-05-17,Ryan,10,6,True,2,4.1455,5,2023,7,6,18,551.3515,5,2023-05,2,2023,2023-05-07,10
2023-12-12,North,Phone,13,468.16,Store B,Retail,Alice,Cash,SAVE10,0,REG101332,Cust 8367,29.11,2023-12-12,2023-12-21,Ryan,9,1,False,4,70.224,12,2023,12,1,50,5173.168,12,2023-12,4,2023,2023-12-12,9
2024-03-29,East,Chair,1,378.36,Store A,Retail,Eva,Cash,NULL,0,REG101334,Cust 4732,7.59,2024-03-29,2024-04-07,Eric,9,4,False,1,18.918000000000003,3,2024,29,4,13,359.442,3,2024-03,1,2024,2024-03-29,9
